MEAN_ELEV,NUTS3,comId
38.47534353,DEF01,01001
25.50810879,DEF02,01002
4.175324513,DEF05,01051
3.978534792,DEF07,01054
28.41469413,DEF08,01055
10.67426559,DEF09,01056
35.37863162,DEF0A,01057
18.62459988,DEF0B,01058
21.07407378,DEF0C,01059
8.898563318,DEF0E,01061
16.84899035,DE600,02000
4.727620677,DE932,03352
12.40580619,DE939,03359
-0.820419229,DE942,03402
0.058464584,DE945,03405
1.914056036,DE947,03452
2.070124767,DE94A,03455
1.406686957,DE94C,03457
2.426158223,DE94H,03462
5.31371195,DE501,04011
1.925207879,DE502,04012
536.7595602,DE138,08335
35.15782703,DE803,13003
14.70655089,DE80L,13073
41.93105118,DE80M,13074
18.42241505,DE80N,13075
12.95537209880,DEF03,01003
24.00762232250,DEF04,01004
40.87954605540,DEF06,01053
34.85323990740,DEF0D,01060
39.93757688530,DEF0F,01062
80.71842642270,DE911,03101
118.33411531700,DE912,03102
83.52200643630,DE913,03103
74.96429808950,DE914,03151
387.79618388300,DE916,03153
121.40367795000,DE917,03154
233.17958055800,DE918,03155
74.52985712430,DE91A,03157
132.15944240400,DE91B,03158
297.35607334000,DE91C,03159
65.85620140970,DE929,03241
38.38654765910,DE922,03251
169.28696972800,DE923,03252
145.35790715100,DE925,03254
246.48436846600,DE926,03255
37.46451473090,DE927,03256
110.43874287600,DE928,03257
64.74990392840,DE931,03351
49.15581863990,DE933,03353
40.90808559040,DE934,03354
39.41563188130,DE935,03355
13.32274802720,DE936,03356
28.42854668860,DE937,03357
65.81054422840,DE938,03358
72.45886940470,DE93A,03360
21.66846341210,DE93B,03361
7.14270526266,DE941,03401
5.93823977318,DE943,03403
84.37396413320,DE944,03404
7.52190837349,DE946,03451
23.68527919980,DE948,03453
22.84092475120,DE949,03454
27.01120376520,DE94B,03456
25.55325240250,DE94D,03458
75.32426802630,DE94E,03459
44.34499720700,DE94F,03460
-1.28002543105,DE94G,03461
49.94814340600,DEA11,05111
30.87053951720,DEA12,05112
87.18418590000,DEA13,05113
36.55150639510,DEA14,05114
67.83624624900,DEA15,05116
70.35788731880,DEA16,05117
47.03516134920,DEA17,05119
287.01556245300,DEA18,05120
172.25500857500,DEA19,05122
240.63970523500,DEA1A,05124
25.85647223460,DEA1B,05154
123.72150144100,DEA1C,05158
52.51420302050,DEA1D,05162
49.22270065090,DEA1E,05166
31.72988260260,DEA1F,05170
109.91304878000,DEA22,05314
53.27056405200,DEA23,05315
75.70298434680,DEA24,05316
304.78335937400,DEA2D,05334
171.07850815900,DEA26,05358
87.67126411730,DEA27,05362
400.35085193200,DEA28,05366
73.51738872890,DEA29,05370
305.36252519500,DEA2A,05374
185.88713888500,DEA2B,05378
171.49374624800,DEA2C,05382
55.56683682830,DEA31,05512
54.14101209310,DEA32,05513
60.91503402050,DEA33,05515
53.01814678820,DEA34,05554
79.01706518980,DEA35,05558
64.00849275840,DEA36,05562
60.86973244480,DEA37,05566
75.87278385800,DEA38,05570
131.48273855300,DEA41,05711
91.91838841060,DEA42,05754
108.91806388800,DEA43,05758
230.12291892500,DEA44,05762
195.47472569000,DEA45,05766
63.98151644060,DEA46,05770
229.93734198300,DEA47,05774
106.60622480000,DEA51,05911
102.95619031000,DEA52,05913
208.99274680200,DEA53,05914
71.28887299190,DEA54,05915
60.14305755070,DEA55,05916
223.03864587700,DEA56,05954
453.40254343200,DEA57,05958
350.84840824500,DEA58,05962
428.79021595900,DEA59,05966
469.78556275900,DEA5A,05970
183.81309893800,DEA5B,05974
98.28169111180,DEA5C,05978
152.41997359700,DE711,06411
119.07369954900,DE712,06412
118.71157234300,DE713,06413
216.53414870600,DE714,06414
230.75461877200,DE715,06431
188.28841467500,DE716,06432
92.76111542790,DE717,06433
375.09793559300,DE718,06434
288.04967211800,DE719,06435
201.24566177200,DE71A,06436
351.21421714600,DE71B,06437
138.01220793400,DE71C,06438
357.00824388100,DE71D,06439
219.03603214000,DE71E,06440
241.57486268000,DE721,06531
342.91340514700,DE722,06532
253.22272022700,DE723,06533
305.57134819900,DE724,06534
381.58400165200,DE725,06535
243.34279637700,DE731,06611
422.10560931200,DE732,06631
334.59202790500,DE733,06632
283.00970751500,DE734,06633
303.48558631500,DE735,06634
381.66947213000,DE736,06635
329.73004707300,DE737,06636
173.15819881400,DEB11,07111
345.97973285500,DEB12,07131
311.32817076600,DEB13,07132
297.59771276900,DEB14,07133
458.54412558900,DEB15,07134
342.50938917400,DEB1C,07135
276.12003041600,DEB17,07137
251.35616586700,DEB18,07138
401.19322614500,DEB1D,07140
288.63487510100,DEB1A,07141
377.42934064700,DEB1B,07143
228.32920155500,DEB21,07211
356.60033568300,DEB22,07231
425.40230661000,DEB23,07232
491.36248869200,DEB24,07233
364.88253895800,DEB25,07235
93.84339217220,DEB31,07311
307.51280342900,DEB32,07312
252.82551345000,DEB33,07313
95.00110761750,DEB34,07314
145.79318983500,DEB35,07315
232.76740035500,DEB36,07316
369.97772409200,DEB37,07317
101.39981041900,DEB38,07318
110.25625788500,DEB39,07319
297.76804484000,DEB3A,07320
183.81003207000,DEB3B,07331
265.44471562900,DEB3C,07332
306.70931706400,DEB3D,07333
121.08210083100,DEB3E,07334
327.62097522100,DEB3F,07335
324.50879492100,DEB3G,07336
254.69960737200,DEB3H,07337
101.82684238200,DEB3I,07338
187.74912203300,DEB3J,07339
342.03876422900,DEB3K,07340
355.02026021300,DE111,08111
471.01690754600,DE112,08115
406.23589084500,DE113,08116
530.32799769700,DE114,08117
283.89650688800,DE115,08118
384.22358194100,DE116,08119
206.60758485800,DE117,08121
256.60678172600,DE118,08125
337.25783896500,DE119,08126
439.11286213500,DE11A,08127
332.91386345700,DE11B,08128
563.69999592700,DE11C,08135
511.46885975200,DE11D,08136
336.27742693900,DE121,08211
136.23032718300,DE122,08212
178.51663432300,DE123,08215
348.34127841500,DE124,08216
230.61116102300,DE125,08221
98.82419317040,DE126,08222
356.82203203100,DE127,08225
209.60644859800,DE128,08226
377.35042447800,DE129,08231
602.91113815100,DE12A,08235
343.37922155200,DE12B,08236
673.02934832800,DE12C,08237
348.77869362900,DE131,08311
631.93768820300,DE132,08315
401.94729013300,DE133,08316
343.30052428900,DE134,08317
637.82803454000,DE135,08325
813.30896770400,DE136,08326
778.80618315900,DE137,08327
600.40146190100,DE139,08336
707.23775500200,DE13A,08337
680.35758822200,DE141,08415
449.20992182200,DE142,08416
715.20827418500,DE143,08417
539.09735574600,DE144,08421
607.52480764100,DE145,08425
591.62602258500,DE146,08426
515.25502495500,DE147,08435
636.15609601400,DE148,08436
675.31428334300,DE149,08437
374.30250268700,DE211,09161
521.54603349700,DE212,09162
454.50364652200,DE213,09163
441.37662344900,DE214,09171
953.24492312000,DE215,09172
839.00599022200,DE216,09173
497.96788611100,DE217,09174
547.88642492900,DE218,09175
468.54909204800,DE219,09176
486.65582409300,DE21A,09177
468.90864659600,DE21B,09178
543.44671477900,DE21C,09179
1106.68575002000,DE21D,09180
627.64312310200,DE21E,09181
920.09172917400,DE21F,09182
473.25858655900,DE21G,09183
573.46521907500,DE21H,09184
418.16606538300,DE21I,09185
438.68124761900,DE21J,09186
594.92378619300,DE21K,09187
618.59338329600,DE21L,09188
651.64931270800,DE21M,09189
705.35080480000,DE21N,09190
415.77668054100,DE221,09261
365.65996587300,DE222,09262
325.74807244900,DE223,09263
409.69403426500,DE224,09271
726.89947811900,DE225,09272
429.05452281500,DE226,09273
461.88196645700,DE227,09274
437.96718020800,DE228,09275
717.02757863300,DE229,09276
440.67537438300,DE22A,09277
428.66992869100,DE22B,09278
406.48668148700,DE22C,09279
413.65193504600,DE231,09361
357.62427728100,DE232,09362
448.22113606000,DE233,09363
470.27161040300,DE234,09371
528.28231281700,DE235,09372
493.05288253000,DE236,09373
505.15936798700,DE237,09374
421.25583245200,DE238,09375
463.32380818500,DE239,09376
576.70757570800,DE23A,09377
267.70440084300,DE241,09461
386.23836506200,DE242,09462
340.29952780800,DE243,09463
531.67776717800,DE244,09464
355.77540363700,DE245,09471
501.49180678000,DE246,09472
355.18547285100,DE247,09473
401.16453320700,DE248,09474
581.55059279200,DE249,09475
505.58191286200,DE24A,09476
447.86756156900,DE24B,09477
367.43673765300,DE24C,09478
603.45990287300,DE24D,09479
457.27234818300,DE251,09561
295.47215289300,DE252,09562
305.67231373300,DE253,09563
323.68950931600,DE254,09564
349.66021732600,DE255,09565
449.88634253800,DE256,09571
321.50711710000,DE257,09572
354.55825327700,DE258,09573
436.83802370800,DE259,09574
356.54121511600,DE25A,09575
416.96715712600,DE25B,09576
490.82724372600,DE25C,09577
175.05110117500,DE261,09661
242.99157906900,DE262,09662
247.42009068900,DE263,09663
301.88179674100,DE264,09671
379.08583454800,DE265,09672
400.97153130600,DE266,09673
329.30662587200,DE267,09674
278.16320969500,DE268,09675
298.07687315600,DE269,09676
311.19311192900,DE26A,09677
289.64796418700,DE26B,09678
295.74451997000,DE26C,09679
496.33754509100,DE271,09761
724.53866385300,DE272,09762
723.36882133900,DE273,09763
617.73432012000,DE274,09764
489.17295613100,DE275,09771
511.50811183800,DE276,09772
455.03389600000,DE277,09773
507.00363174800,DE278,09774
515.97657673500,DE279,09775
677.68369642000,DE27A,09776
832.10518216700,DE27B,09777
624.38852051800,DE27C,09778
461.90081047700,DE27D,09779
1049.95631136000,DE27E,09780
275.38685598900,DEC01,10041
323.44378588900,DEC02,10042
316.65098430400,DEC03,10043
258.70896960600,DEC04,10044
293.17184192800,DEC05,10045
398.92973220600,DEC06,10046
46.32456469430,DE300,11000
35.33545901260,DE401,12051
70.65675445210,DE402,12052
74.12434506670,DE403,12053
40.26597546210,DE404,12054
64.64406284160,DE405,12060
61.14745745860,DE406,12061
102.53939265500,DE407,12062
35.86458475660,DE408,12063
48.95656625260,DE409,12064
55.04112267810,DE40A,12065
100.62772895400,DE40B,12066
63.51566628880,DE40C,12067
58.11453795690,DE40D,12068
72.09031228210,DE40E,12069
54.63958125330,DE40F,12070
91.33240006550,DE40G,12071
73.96645229750,DE40H,12072
56.52038202290,DE40I,12073
50.39778014590,DE804,13004
63.26787830950,DE80J,13071
46.20082429750,DE80O,13076
363.83144976300,DED41,14511
606.51989157100,DED42,14521
354.62315727100,DED43,14522
524.64088030000,DED44,14523
342.35077355000,DED45,14524
193.78145061800,DED21,14612
198.27748058800,DED2C,14625
223.47619279300,DED2D,14626
155.04684570000,DED2E,14627
383.67658762300,DED2F,14628
124.73484280600,DED51,14713
157.72852139300,DED52,14729
118.48098853000,DED53,14730
72.10516008290,DEE01,15001
98.62133994310,DEE02,15002
57.98278992340,DEE03,15003
55.62161969640,DEE04,15081
82.50977421850,DEE05,15082
97.76538829880,DEE07,15083
196.39655032200,DEE08,15084
282.86387697500,DEE09,15085
58.41202750280,DEE06,15086
247.14053122300,DEE0A,15087
137.65772699900,DEE0B,15088
88.58609451990,DEE0C,15089
36.95021708160,DEE0D,15090
95.18622027240,DEE0E,15091
247.59909861200,DEG01,16051
267.23475449200,DEG02,16052
273.92306247100,DEG03,16053
640.33609055800,DEG04,16054
302.10538970900,DEG05,16055
292.35852095700,DEG0N,16056
347.35107814000,DEG06,16061
289.21068066200,DEG07,16062
350.26060868000,DEG0P,16063
289.26376153400,DEG09,16064
256.50807072000,DEG0A,16065
476.43397321600,DEG0B,16066
383.96536645800,DEG0C,16067
184.73818802000,DEG0D,16068
458.75966852300,DEG0E,16069
476.79662658500,DEG0F,16070
299.36647839100,DEG0G,16071
592.62847971000,DEG0H,16072
448.21963079400,DEG0I,16073
294.86707352300,DEG0J,16074
475.30112375200,DEG0K,16075
346.22973240900,DEG0L,16076
227.12191011900,DEG0M,16077
